Date,Price
2018-12-26,3747.839166666666
2018-12-27,3743.905
2018-12-28,3912.285833333334
2018-12-29,3832.9216666666666
2018-12-30,3791.5458333333336
2018-12-31,3752.271666666667
2019-01-01,3867.138333333334
2019-01-02,3865.7975
2019-01-03,3822.626666666667
2019-01-04,3868.4875000000006
2019-01-05,3920.4566666666665
2019-01-06,4036.093333333333
2019-01-07,4035.8549999999996
2019-01-08,4034.138333333333
2019-01-09,3812.5858333333326
2019-01-10,3656.7358333333327
2019-01-11,3646.3458333333333
2019-01-12,3599.841666666667
2019-01-13,3604.1175
2019-01-14,3656.7850000000003
2019-01-15,3621.2708333333335
2019-01-16,3619.9641666666666
2019-01-17,3632.395
2019-01-18,3690.523333333333
2019-01-19,3620.1275
2019-01-20,3548.4275
2019-01-21,3558.924166666666
2019-01-22,3579.896666666666
2019-01-23,3567.299166666667
2019-01-24,3572.735
2019-01-25,3589.2608333333337
2019-01-26,3567.763333333334
2019-01-27,3458.066666666667
2019-01-28,3417.1675
2019-01-29,3452.223333333333
2019-01-30,3454.008823529412
2019-01-31,3454.194615384615
2019-02-01,3470.0791666666664
2019-02-02,3468.3050000000003
2019-02-03,3452.3283333333334
2019-02-04,3458.703333333333
2019-02-05,3406.8208333333337
2019-02-06,3403.9641666666666
2019-02-07,3498.868333333334
2019-02-08,3652.2116666666666
2019-02-09,3645.2766666666666
2019-02-10,3634.769999999999
2019-02-11,3624.155833333334
2019-02-12,3623.0716666666667
2019-02-13,3609.869166666667
2019-02-14,3610.7483333333334
2019-02-15,3630.396666666666
2019-02-16,3631.5533333333333
2019-02-17,3810.7815384615387
2019-02-18,3933.1433333333334
2019-02-19,3951.565
2019-02-20,3948.411666666667
2019-02-21,3968.6566666666663
2019-02-22,4018.0441666666666
2019-02-23,4020.1258333333335
2019-02-24,3829.568333333334
2019-02-25,3833.3108333333334
2019-02-26,3832.613076923077
2019-02-27,3843.5833333333335
2019-02-28,3842.1391666666664
2019-03-01,3827.4874999999993
2019-03-02,3827.6908333333326
2019-03-03,3749.568333333333
2019-03-04,3793.2608333333337
2019-03-05,3863.3333333333335
2019-03-06,3888.7016666666673
2019-03-07,3905.058333333333
2019-03-08,3919.5658333333336
2019-03-09,3922.6150000000002
2019-03-10,3896.718333333333
2019-03-11,3880.7675
2019-03-12,3881.3792307692306
2019-03-13,3883.9892857142854
2019-03-14,3918.0866666666666
2019-03-15,4011.092500000001
